p2518	t1735
p11502	a6398
p3425	t128
p13122	c18
p3837	t517
p11050	t128
p4632	t617
p7310	t6136
p1588	t1
p10032	t12
p12020	t7
p4605	t3972
p3874	t53
p7861	t462
p8553	t60
p4239	a4971
p4888	t458
p14356	t8755
p9568	t7116
p2620	a6654
p13623	t37
p2847	c5
p14217	a2307
p1764	t898
p9821	t108
p1538	t3033
p3561	t817
p5618	t3252
p1494	a988
p6707	t338
p13829	t150
p3657	t79
p5374	a3957
p3283	t5105
p14176	c19
p7756	t3805
p12561	t4826
p13882	t115
p3711	t19
p3877	a11189
p2885	c5
p12972	a6998
p13179	t33
p1369	c1
p166	a1426
p3601	t330
p8727	a6283
p14053	t633
p4476	a11177
p12752	t369
p7118	a942
p4809	t2646
p12269	t78
p8980	t4
p13004	t8291
p725	t37
p2310	a8330
p8062	t878
p2194	c2
p6971	t88
p9257	a1447
p1022	t327
p10504	t3436
p11917	t367
p9059	t417
p11019	t1508
p5068	a11678
p7594	t2074
p497	a2146
p3465	t556
p1218	a3240
p7253	a12384
p9615	t1063
p11340	t426
p13008	t159
p8675	t102
p12771	t4
p5120	t33
p10115	t2535
p5535	c9
p12659	a14095
p691	t43
p9394	t1696
p10253	a5315
p3433	t289
p903	t1
p4570	t4
p13412	t4
p2459	t4174
p2308	c2
p2385	t313
p6891	t1224
p5675	c9
p12937	a5295
p9111	t401
p11357	a6408
p8440	a3093
p11862	a4530
p4789	t426
p5961	t5651
p13800	a8746
p12761	a4433
p3744	t6426
p13723	t79
p10525	a2718
p4984	a6232
p9939	t778
p4692	t217
p10840	t671
p13033	t43
p5409	t1091
p5864	t921
p10929	t1706
p6038	a223
p11849	t423
p2661	a5435
p8035	t426
p13804	c18
p11375	c17
p8379	t466
p11331	t1
p1675	t330
p5866	t19
p3105	a9178
p679	t2016
p2413	t106
p9760	c15
p12019	a13911
p9051	t442
p4730	t36
p3156	t1007
p8120	t157
p7617	t103
p1298	t1218
p10853	a8154
p803	t408
p12632	a7899
p13121	t115
p398	t2649
p4173	a6603
p11681	t33
p5866	t426
p11401	t335
p711	t78
p9886	a8163
p217	t479
p5439	a8586
p6811	t129
p11371	t426
p9816	t2012
p10666	t2420
p8961	c13
p7130	t1
p104	t1302
p6095	t634
p8626	t441
p7565	t278
p1768	a4919
p7046	t222
p14022	c18
p7854	t4
p11141	t3251
p10811	t60
p908	c1
p7435	a3167
p4657	t60
p2678	t980
p12388	t440
p3161	t50
p5048	t327
p9888	a5684
p1851	t417
p8157	t51
p14277	a3646
p12823	a6831
p7630	a3352
p1974	t1014
p5922	c10
p5343	t355
p11324	t28
p8681	t626
p14103	t827
p14204	a4407
p1525	a1224
p12192	t392
p9664	t206
p13201	t4673
p4771	t2004
p1703	c2
p12733	a6875
p10839	a5368
p5055	c8
p8113	t163
p8385	t19
p8110	a5815
p8543	a112
p1036	c1
p9459	c14
p1193	t106
p6531	t612
p5769	a2895
p7788	t19
p2257	t128
p9616	t3095
p8840	t33
p7244	t330
p2331	t4
p13331	t52
p2022	t521
p13500	a4310
p1512	t1859
p8371	t597
p3481	t878
p4106	t101
p11872	c17
p4973	c8
p9898	t423
p1289	a961
p8400	t503
p11839	c17
p524	t43
p7271	a1234
p7823	t2021
p493	a2137
p3221	t88
p13555	t176
p5699	t19
p13826	c18
p8401	t457
p12733	t8105
p4794	t536
p7796	c11
p5499	t12
p2444	t78
p7731	a8570
p2025	t668
p1568	t352
p7739	t783
p917	t2986
p8571	t252
p11479	t688
p5147	t458
p13132	t43
p3238	t1223
p13246	a13751
p12624	t821
p7154	t19
p14268	a10767
p1621	t574
p3642	a10198
p10036	t52
p7215	t4
p13657	t4110
p12647	a11015
p5996	c10
p10865	a5952
p11958	t7980
p12585	t115
p3159	a9095
p3181	a521
p7237	t279
p7193	t263
p8283	a12822
p12722	t27
p5260	t1684
p8420	t79
p7638	t106
p9662	a3635
p10118	c16
p4320	a5992
p889	a1282
p5843	t58
p820	a259
p9926	t490
p1353	a3454
p8445	t462
p1887	t4
p2025	a8062
p4552	t8783
p14068	a8334
p5326	a4379
p8412	a8704
p397	t1
p6589	t2355
p5214	t485
p13690	t503
p2885	t226
p12156	t103
p3263	t537
p12807	t4
p12495	c17
p14130	t971
p12968	t4140
p10126	t668
p9755	t12
p460	t19
p5547	c9
p14366	t904
p658	t1156
p4795	t217
p12089	a6949
p4387	t2272
p14247	a6730
p9412	t6058
p7321	t1002
p8878	a10116
p11373	a6469
p9450	t529
p14350	a709
p2791	t33
p4538	c7
p6093	a1454
p317	t176
p9473	a4570
p12639	a4415
p9652	a1612
p5087	a6551
p1548	c1
p9728	t442
p11045	t2131
p9749	t144
p8648	t3619
p3912	a457
p659	t1224
p9975	t1811
p7480	t546
p14189	t3294
p8609	a6297
p12502	c17
p13327	t1353
p1503	c1
p5482	a5389
p13750	t8497
p6337	t123
p969	a1472
p2261	a8271
p9066	c13
p12741	t1811
p1652	t714
p2204	a7405
p9505	t19
p6580	t6059
p11081	t7603
p8889	t426
p10064	c16
p2686	t2381
p905	t1535
p3203	t5097
p4804	t4260
p9688	c15
p10113	a7009
p13648	t1030
p1530	a1725
p3491	a8277
p11926	t724
p1636	a4867
p7046	t6
p14174	t536
p6806	a1557
p12107	t535
p2021	t410
p2508	t154
p5924	a1150
p48	t1074
p13552	a8113
p12863	t19
p2497	t702
p13957	t33
p2491	t430
p12082	t8017
p7080	t423
p550	a2267
p13378	t4179
p643	t1778
p6226	t5880
p11441	t60
p6686	a2174
p9388	t2363
p13108	a6684
p12361	t515
p3439	t19
p1856	t475
p4451	t2076
p10238	a4823
p3131	t4043
p11389	a4641
p9103	t597
p655	t33
p3660	a6057
p7817	t666
p8911	t887
p13481	t1647
p4671	a11360
p991	a2960
p14219	t49
p7064	a1720
p13437	t2517
p5165	t1601
p9149	t10
p9954	t1883
p12587	t5205
p6511	t3120
p4201	t568
p14016	t19
p1949	t285
p6202	t280
p347	t33
p7200	t775
p2699	t118
p12300	t460
p12859	t60
p13854	t608
p12021	a4739
p7320	t678
p12608	t2924
p11785	a13858
p550	a2264
p258	t142
p13723	a6848
p12467	t51
p4634	t43
p5940	t182
p514	t6
p1997	t43
p1238	t3730
p10860	t194
p7520	c10
p10937	t19
p1952	a4017
p2704	t1684
p419	t1842
p12047	a4434
p2982	a4337
p10583	t33
p14330	t400
p3887	a4557
p3341	t147
p9704	a766
p2199	a519
p5070	a6277
p12907	t53
p7437	c10
p2592	t626
p2329	t43
p9569	a1150
p11394	t358
p3846	t1950
p3833	c7
p12389	t1
p10870	t483
p10552	t2377
p5360	t13
p4725	t738
p3030	t19
p3967	t629
p14267	a14445
p574	t1868
p13663	t535
p6952	t195
p10726	t423
p4091	a6458
p1937	a5800
p6362	t37
p11591	a365
p283	t43
p11266	t1133
p7222	t620
p6574	a2232
p3843	t2307
p7185	a1464
p12503	t209
p2380	t1786
p367	a1863
p1403	a990
p8573	t60
p3082	a6393
p7692	a12608
p8641	a5594
p13611	t3474
p8391	t894
p12091	t33
p11503	t2243
p7045	c10
p8376	t43
p1767	t2025
p254	a1633
p9704	t2101
p12546	a8425
p13229	t778
p2858	c5
p3748	t3784
p9554	c14
p4553	t79
p2814	t19
p72	t43
p13551	t1
p11111	t649
p5771	t925
p7552	t678
p4238	a6864
p7695	a2446
p4116	t653
p2783	a9984
p8564	t3614
p7704	t2062
p6226	t4
p2821	t36
p5566	t4529
p4065	t74
p3022	t328
p1886	a332
p7844	a6653
p10262	t1436
p4080	t1983
p11330	t97
p1721	t993
p10974	t49
p11428	t597
p13235	a10181
p1443	a3579
p7705	t4
p7881	t19
p9106	t995
p12238	a13976
p4741	c8
p11392	t147
p11800	t4
p2028	t737
p2525	a71
p3988	t369
p5490	t252
p9084	t212
p6349	t442
p2631	t2133
p5700	t495
p5550	a8915
p13554	t495
p7488	t5227
p9333	t396
p3248	t3392
p9957	t7
p13793	t529
p687	t1
p847	t180
p13891	a4672
p7440	t106
p6834	a2628
p3825	t147
p5050	a11670
p2642	t423
p3100	a10162
p13699	a12066
p5606	t3492
p5271	c9
p2939	t277
p10949	a13588
p7392	t769
p3123	t364
p6484	c10
p12573	t520
p2875	t10
p7018	a3158
p1164	t2958
p1905	a720
p4449	t79
p5340	t1799
p9805	t5438
p6189	t549
p13238	t106
p3143	t278
p2454	a52
p14338	t206
p3139	c6
p11779	t19
p6021	t1176
p13341	t465
p11367	t92
p830	a2182
p13856	a13831
p2143	t103
p2121	c2
p469	t88
p9046	a3041
p12164	a13961
p14032	t58
p3415	a6431
p11140	a3966
p10756	a10249
p831	t60
p12716	t7957
p9374	t1094
p13739	a6910
p11055	t3062
p1045	t4
p592	t2987
p10420	t1551
p7605	a955
p8647	t1718
p5559	t878
p7073	a184
p8237	a3230
p6604	a1205
p4753	t79
p13585	t53
p2362	a4946
p10959	c16
p12680	t2055
p13736	c18
p2526	a9048
p13480	t787
p8025	t573
p5643	t784
p11388	a9341
p440	t137
p7777	t460
p12141	a13160
p3082	t1983
p3274	t5155
p1882	t2223
p494	t2817
p8531	c12
p9745	a4410
p4089	t345
p866	t3343
p8735	t4308
p5050	t19
p2149	t423
p8277	t2409
p4198	a7824
p13119	c18
p7095	t1338
p9587	t840
p3068	a9661
p7888	t102
p7440	t3003
p850	t676
p2629	c4
p8781	t6928
p2401	t206
p2815	t120
p2628	c4
p753	t4
p3256	c7
p2884	a1273
p104	t1305
p999	t1909
p5367	t3597
p7563	t3754
p3397	t79
p11146	a4056
p5707	a1130
p1435	c1
p12736	a6097
p964	t1100
p8857	t6959
p4283	t454
p7348	a3284
p6153	a1035
p275	t1440
p5902	t33
p12123	t1645
p4669	t1212
p13591	t182
p13704	t19
p8265	t79
p4365	t43
p1482	a3616
p8559	a392
p10970	t2170
p7636	a1528
p2427	a5053
p423	t36
p12360	t5562
p3421	t392
p10680	a8471
p167	a1432
p5581	a11913
p12621	t60
p7431	t2841
p1692	t79
p8881	t52
p5635	t402
p11252	t520
p13065	t330
p2850	t60
p1573	t794
p9571	a7223
p4043	a6852
p8782	t206
p10719	t103
p6888	c10
p2275	a897
p7463	c10
p9373	a1839
p3201	c6
p3847	a4684
p13191	a14220
p12764	a4433
p13936	a10152
p12630	t6351
p3344	t5500
p12339	a4763
p10244	t423
p3755	a11149
p10422	a13445
p10748	t103
p2913	t144
p7336	t60
p7350	t33
p12915	t1173
p878	t19
p13560	t508
p2090	t19
p1765	a7685
p471	c1
p14065	a4530
p2736	t536
p5913	a3480
p742	t19
p10920	a5432
p12790	t43
p4795	t337
p8244	a2705
p5832	a8618
p13307	a6620
p689	a2519
p13639	c18
p13107	t950
p2305	t1
p5345	t4131
p13609	t2156
p11569	a13810
p8459	t6697
p7323	t640
p5833	t4168
p5250	t74
p8196	t226
p1502	t2833
p11864	t1338
p519	a2191
p8169	t102
p9856	t358
p14184	t156
p9562	c14
p2502	t1967
p11575	t369
p5147	c8
p4106	a4309
p10493	t78
p5850	a2059
p5721	t864
p10313	t285
p6899	t119
p14340	c19
p13427	t8411
p1455	t463
p14248	t999
p14328	t79
p10508	c16
p3144	a421
p9640	a5942
p7327	t37
p13554	t102
p9804	t36
p3573	t345
p8591	t6705
p905	t108
p2055	a7736
p11514	c17
p5125	t4
p12072	t4
p12567	t1359
p8008	a554
p9816	a8456
p3307	a7516
p12231	t640
p8883	t579
p8873	t321
p2117	t212
p3447	a4970
p13645	a9193
p11406	a675
p2797	t601
p6805	a995
p11428	t47
p8252	t106
p13470	c18
p8841	t319
p9738	a7395
p5667	t546
p2463	t43
p10096	t1118
p2500	a9032
p12365	t838
p10869	t14
p4694	t840
p1720	t4
p12855	t771
p8566	t840
p11535	t607
p9932	t19
p7131	t3279
p14254	t206
p5570	a10487
p9469	t1652
p1913	a5955
p9524	t245
p12784	t2276
p9258	a7696
p2350	t1252
p1217	a3239
p8949	a9266
p9160	a4632
p7520	t4168
p8075	t345
p3551	t1261
p199	t769
p4115	t602
p10966	t10
p6125	a12180
p2317	a5450
p9490	t345
p9019	t1950
p8222	c11
p5424	t142
p4456	c7
p453	t33
p2367	a6960
p11999	t426
p12558	a6402
p13758	t19
p6110	a5283
p9975	t60
p4517	t345
p1864	t2201
p5926	c10
p13967	t585
p10011	t525
p7015	a1052
p9164	t811
p5398	t12
p1789	a6824
p11672	a7899
p1165	t1
p10020	t4
p2407	t327
p3350	t367
p7025	t81
p3464	a7479
p9087	t53
p11611	t1865
p4555	c7
p11613	t60
p524	t4
p78	t4
p12383	t92
p110	t58
p3995	t308
p3213	a7515
p2024	c2
p8021	t821
p10246	t221
p12767	t1505
p2748	a4761
p8786	t1971
p9193	t33
p14308	a9883
p6528	t345
p11008	t454
p4540	t4
p8804	t786
p13623	t490
p7629	t2684
p2406	c3
p12615	a14087
p2408	t4341
p2736	a1693
p3605	t62
p1943	t214
p10479	t432
p9048	t78
p8062	t33
p8223	t179
p4796	a56
p10227	c16
p13271	a10312
p10453	t960
p12126	t435
p1694	a7726
p9351	t141
p8305	t426
p6245	c10
p8513	a3892
p2036	a260
p7825	c11
p2720	a9939
p8086	t2822
p7343	t1431
p7022	a12335
p5737	a4967
p11548	t437
p5890	t58
p10482	a3644
p5743	a1699
p8158	a7696
p8256	t360
p5208	t5217
p10838	a4823
p7774	t209
p2554	t1381
p11638	t225
p1031	t317
p6723	t19
p10433	t115
p7165	t41
p4373	t212
p11073	a7712
p4382	c7
p3890	t474
p4339	t176
p11626	t436
p10412	t4703
p6550	t142
p12717	c18
p421	t4
p7349	a3284
p4837	t1413
p3160	t278
p3646	t5742
p8251	t570
p1434	t1327
p4992	t2447
p12836	c18
p2391	t4323
p1876	a7930
p4522	t864
p2811	a1968
p11752	t1904
p14317	t103
p11681	t43
p9247	a1751
p8209	c11
p14232	c19
p7959	a2322
p2037	t1136
p6138	t53
p10479	t977
p14011	a5930
p901	t214
p10501	t313
p4879	t8855
p10497	t593
p2537	t3811
p12425	a7619
p2457	a2324
p3039	t3352
p6714	t440
p13776	t4116
p13599	t33
p1195	t3255
p5709	t43
p10341	a5444
p7086	t6254
p10439	t164
p11100	t2584
p1255	a3294
p12266	a3084
p8868	t33
p8153	t1338
p12834	t33
p1402	a248
p11609	t950
p10008	a3979
p9125	t1132
p2412	t1091
p10783	a8162
p9051	t120
p4441	t4956
p12763	t33
p7794	t6524
p13129	t19
p1820	a7868
p13375	a4411
p13668	a253
p6177	a6595
p6723	t382
p534	t13
p11592	t1995
p1723	a7778
p8294	t720
p3855	t840
p9299	t503
p5159	t49
p6284	t195
p1579	a2615
p4762	t106
p12719	t43
p12422	t417
p10670	t115
p1976	t2354
p1758	t115
p5081	a5795
p828	t182
p200	t1
p11399	t19
p8847	t252
p12244	t60
p4554	a6652
p2248	t1996
p14227	a7073
p13431	a4872
p3095	t317
p4635	a10645
p1782	t2056
p4634	t840
p9625	a6173
p4796	t8831
p7247	a2100
p5930	t1397
p6480	a5682
p5350	a248
p8640	a5593
p5262	a1423
p8869	t6968
p7685	c11
p4800	t43
p3798	t79
p10383	a5945
p3588	t128
p7229	t166
p14296	t453
p10998	a852
p118	t1345
p1012	t3506
p13482	t442
p11604	t435
p8083	t338
p9413	t225
p6821	t4
p11264	t10
p5783	a11965
p2536	t33
p3111	t5032
p3788	t79
p9891	t221
p5288	t5269
p1952	t103
p8031	t6640
p8486	t212
p11042	t530
p6091	a1454
p12491	t52
p3295	t52
p7044	t496
p4305	t33
p2025	t2122
p11813	t330
p6640	t19
p7495	a1111
p5468	t115
p13093	a4898
p13821	t1
p13723	c18
p6725	t156
p8390	t1752
p5661	a2263
p13614	t330
p3868	t5756
p14032	a278
p12760	t535
p6762	t1451
p4681	a952
p10272	t79
p407	t2663
p4025	a8710
p4721	a11545
p9597	a8871
p43	a1096
p2331	a47
p12156	t1750
p1972	a8023
p190	t320
p4505	a7511
p10222	t79
p10156	t573
p10853	t4
p2886	t166
p10707	t788
p12317	t5115
p8798	t3875
p2142	a228
p12447	t106
p7760	t53
p14007	a9261
p8847	t1519
p9142	a5007
p9614	c15
p3973	a687
p12985	c18
p5320	a2660
p4322	t2436
p2365	a6959
p5728	t4337
p11082	a7070
p4416	t18
p10238	t2161
p84	t1239
p13780	a6879
p1719	t60
p6125	t5860
p13009	a4530
p12966	t1994
p12332	a4823
p7009	t1419
p10794	c16
p537	t39
p3377	a377
p12370	t132
p13444	t33
p5231	t5235
p4051	t1247
p1700	t904
p1802	t1407
p8887	a3823
p12428	a4557
p12545	a6453
p3897	c7
p11123	t210
p14176	a6690
p308	t539
p2167	t423
p9761	t224
p4570	a9296
p6046	t586
p7936	a9097
p3820	t479
p8725	c12
p13164	a6532
p8053	a2272
p6158	t330
p12824	t5488
p4615	a392
p7633	t586
p13482	c18
p8684	a8617
p2123	t2126
p11095	t33
p4794	t79
p403	c1
p6833	t33
p6836	t1004
p900	t43
p11050	t685
p6398	t5983
p159	t1091
p9433	t503
p11500	a13783
p12113	a6894
p2114	a969
p2470	t19
p4575	a4780
p3130	t712
p11033	t214
p13756	t289
p13551	t866
p8071	t6657
p10613	t432
p11217	t369
p1872	a4003
p9231	a5893
p6121	t330
p2073	t49
p3610	t4513
p6409	t226
p10105	t546
p10643	t823
p13891	a495
p580	t1273
p11035	t649
p4996	a3432
p3796	t27
p5923	t662
p12752	t225
p6867	a5223
p7615	t1807
p7360	t60
p5165	t278
p8097	t43
p7639	t261
p3674	t106
p5202	t5214
p7350	t537
p7884	a1672
p8440	t776
p3112	c6
p1357	a1130
p2010	t737
p7785	a9978
p12727	t43
p153	t79
p7256	t1235
p43	a1086
p8970	a13093
p8295	t688
p9725	t2474
p7933	t3520
p12478	a6698
p11774	t52
p14043	t1407
p10852	t37
p2560	t838
p12765	t263
p4296	c7
p10146	t7355
p11458	t507
p2386	t1102
p10708	t165
p14075	a5574
p10087	t19
p333	a1804
p11355	t103
p10539	t2004
p12946	t984
p8459	a6005
p6053	t5429
p3307	a10925
p8610	t426
p11203	t4
p6973	c10
p926	a2775
p572	a2321
p11676	t1992
p6887	t2518
p10695	t432
p9215	a3766
p12001	t19
p7065	c10
p824	t617
p1904	t60
p10228	t383
p3880	t573
p3762	t87
p10765	t640
p5698	a6013
p12675	t128
p1092	t3610
p1410	t3045
p434	c1
p12801	t1591
p394	a1912
p3174	t971
p11126	t43
p5498	t4
p9098	t4033
p4401	t462
p11079	t4577
p168	a1433
p4596	t688
p10439	t33
p377	t678
p3008	t997
p4339	t7460
p3108	t1946
p11739	a9209
p5298	a1650
p855	a2756
p6419	t919
p4197	a4434
p12034	t36
p8387	t1091
p7892	t2364
p8977	a4926
p9048	t218
p647	a243
p13269	t1950
p3996	a7156
p10924	t47
p4880	t51
p3385	t367
p283	t202
p12700	t171
p13133	t600
p5502	c9
p7414	t43
p11500	a13781
p11039	t119
p5949	t1381
p5450	a313
p7447	t4403
p6972	a5518
p9041	t4
p5548	t141
p1184	t3290
p269	a1669
p13403	a7126
p7999	t2168
p13111	t3424
p2433	t2202
p3696	t5820
p13576	c18
p12178	t655
p5444	a1532
p11374	t7784
p72	t325
p1206	a3225
p2525	a30
p13331	a14244
p1149	a3149
p13128	t438
p12422	t330
p13541	t425
p12058	a8851
p1514	t19
p3003	t518
p12215	t327
p6138	c10
p10941	t358
p2591	t496
p12741	t1686
p10456	t7444
p5568	a6016
p5059	a4410
p6433	c10
p14071	a14412
p12064	t1
p8832	t1876
p4961	t206
p1326	t43
p3279	a8490
p11381	c17
p9923	t432
p7797	t594
p9532	t106
p12942	t115
p7713	t1296
p7722	t1525
p12756	t278
p1942	t300
p2605	t221
p10071	a10583
p3142	a6855
p12110	a5322
p11357	t60
p5289	c9
p5329	a8583
p13867	a3230
p6452	t535
p1966	a7868
p3104	t5020
p1710	a3149
p8216	t674
p4561	t973
p13473	t233
p6388	t37
p13492	t854
p3982	t15
p5434	t1328
p1808	t439
p5372	t2222
p11312	a8116
p8465	t1436
p11478	t90
p4610	t285
p9505	a3084
p10075	t524
p10815	t7543
p13372	t371
p9489	t1351
p10891	c16
p1333	t54
p6889	a1241
p6339	c10
p5421	a1106
p3453	t285
p13998	t263
p4285	t426
p11077	a6099
p6348	a5222
p2755	t33
p10497	t1877
p4914	t402
p1134	a840
p4580	t520
p8031	a11564
p11357	t838
p5073	a6649
p11058	t116
p543	t2905
p1822	t2132
p2569	t466
p9511	t861
p12594	t1047
p2370	c3
p8553	c12
p8073	a5582
p5113	t4
p1760	t219
p1176	t674
p5717	t1729
p3257	a4471
p8838	t33
p13539	a6404
p12328	c17
p8920	t6178
p2054	t989
p3402	t81
p5234	t1490
p10827	a22
p12198	t1012
p2303	t607
p253	t688
p12088	t1998
p6832	t263
p2316	a4812
p8779	t3888
p11478	t435
p12351	c17
p10566	t639
p1940	t43
p13023	a5370
p8494	a8375
p9149	a379
p4172	a10935
p4126	t426
p2149	t1163
p8401	a8187
p12984	t503
p4807	t10
p3290	t924
p5528	t4625
p9105	a8134
p1247	a274
p12102	t2328
p2637	a5685
p13315	a14240
p5713	t33
p2571	a5472
p10277	c16
p4619	a8047
p3359	c7
p8000	a7982
p5656	t79
p4355	t435
p9254	a1751
p6109	t1076
p13476	a4788
p2245	t369
p8200	t1260
p8095	t118
p2239	c2
p12380	t127
p13405	a6831
p10868	t2302
p6453	t10
p13650	t735
p12687	a13766
p2499	t366
p10804	t469
p7789	a5809
p12908	a7553
p5628	t12
p8980	t527
p1430	t525
p14109	a177
p1745	a7655
p8952	t417
p7921	t1766
p6346	t53
p13855	t1218
p10393	t490
p1370	a3481
p515	t655
p12565	a4780
p802	t3260
p2691	a8194
p2072	t221
p145	t33
p3881	a11193
p8142	t6687
p13551	t2832
p13359	t103
p3254	c7
p110	t1027
p1156	t969
p1622	t523
p10568	a8444
p3536	a4360
p10400	t10
p13038	t5756
p11648	t1
p4994	t458
p11636	t60
p2416	a8916
p12980	t43
p11174	t7636
p2563	t915
p7335	t115
p471	a2095
p4529	a8130
p10289	t345
p13085	t330
p637	c1
p8783	t878
p2158	t24
p10688	t221
p14360	t8756
p11942	t2068
p8833	a9222
p11231	t33
p1857	t2186
p2608	t524
p13936	c18
p1314	t878
p5029	t103
p6966	t901
p2526	t327
p39	t394
p8045	t426
p8506	t51
p14091	a4802
p10480	c16
p10866	t221
p11960	t60
p3774	t320
p3463	t1070
p1687	t40
p14216	t317
p11561	a13130
p12913	a327
p11531	a13790
p9953	a7393
p2846	t358
p14118	c19
p7896	t51
p8157	t529
p8216	t2719
p10343	t4663
p4819	t417
p13257	a4234
p2478	t327
p12535	c17
p10170	a8033
p5066	a819
p5248	a11836
p11142	a13639
p10188	t432
p3302	a7239
p3430	t1160
p12235	t426
p8838	t40
p6475	a6924
p863	t617
p5055	t1063
p2918	t1997
p4553	a4550
p12434	a14015
p2540	c3
p9288	t959
p8468	t1475
p6334	t1924
p6205	c10
p5639	a4091
p7037	t661
p14032	t2111
p103	t60
p4891	t19
p9967	t229
p1625	a7632
p1933	t60
p5189	t5924
p5572	t1047
p2896	a3875
p1379	t262
p8504	t166
p1392	t689
p13355	t4
p10289	t367
p5419	t60
p11911	a6604
p13049	t2077
p5126	t8904
p1858	t954
p13759	a11036
p12903	t36
p3543	t112
p10850	t931
p7828	a5106
p12658	t112
p9684	a5015
p7021	t1149
p5319	a5572
p2118	t4070
p13042	a7004
p5671	t1189
p1278	t3777
p11643	t51
p6218	t61
p2188	c2
p11595	t103
p8286	t3113
p10709	t60
p7634	t1521
p4998	t24
p12844	c18
p9811	a5751
p11730	t212
p12960	c18
p12095	t285
p7259	t6322
p7439	a10487
p6571	a2303
p4639	t462
p6941	t4
p9043	t24
p713	t329
p2786	a1321
p4108	t39
p6243	c10
p3418	t399
p1114	t1010
p12232	t460
p1633	t19
p8394	t78
p9008	t337
p10640	t2249
p3871	a7910
p1699	a7732
p11533	a13791
p12902	t43
p6796	t2017
p11021	t3803
p6541	t5884
p13217	a3227
p5880	t1894
p3960	a11217
p11573	c17
p8568	a8709
p1396	t738
p3152	t590
p3239	t4957
p3663	a10925
p7359	t825
p6276	t53
p10117	t106
p9410	t7154
p2307	a8326
p6164	t1
p3331	a10089
p8276	t426
p12211	t452
p9135	t261
p1770	c2
p4877	a8833
p10710	t3022
p1823	t2123
p1852	a7908
p7124	c10
p7532	t1053
p4345	a8267
p12726	a5884
p12061	t260
p13976	t141
p13029	t700
p13905	t1010
p709	t60
p5877	t4747
p13282	t3664
p7703	t689
p12445	t128
p55	c1
p13635	c18
p2238	t163
p10906	a10156
p13547	c18
p1935	a3101
p12892	c18
p1500	a3334
p10723	t1328
p5121	t3
p13837	t97
p13799	a9422
p4535	t1831
p9404	t5807
p9864	t1
p2576	t4
p6852	t1059
p13462	a378
p9353	a1386
p5996	t78
p9608	t4155
p14132	t2208
p3302	t4550
p2024	t221
p8941	a3230
p11859	t323
p12995	t426
p10961	t449
p12929	a5505
p13463	a378
p2787	t60
p6274	t3338
p2149	a5424
p8913	t836
p13310	t439
p5936	t1883
p10057	t221
p6227	a5638
p556	t37
p13293	t52
p8580	t717
p4329	a6910
p2047	a731
p10110	a1693
p1253	t3753
p10356	t3436
p450	t638
p9044	t367
p5323	t987
p3983	t263
p12846	c18
p2857	t746
p14303	t1200
p1426	a3560
p11427	c17
p5227	a1309
p11521	t179
p7116	t1357
p5940	t79
p14208	a3390
p11033	t36
p3462	t685
p2595	c4
p9155	c14
p1631	t263
p11209	a7541
p13003	t695
p9698	c15
p1253	t129
p2633	a5706
p14200	t791
p567	t1491
p13539	t2094
p10232	a12033
p4485	c7
p2719	t221
p10890	t4900
p3977	t4
p6360	a1598
p7940	t1
p9960	t115
p14064	t49
p6857	t33
p9023	t2271
p9180	t1
p7437	t4
p12165	a5845
p8414	t2400
p13275	a9779
p9928	a9894
p10211	t7380
p7482	t1696
p2503	c3
p3273	t2318
p10752	a13547
p6356	t62
p5239	t12
p8081	a6359
p8087	t23
p6120	a1498
p13710	a6622
p7180	t612
p14165	t19
p278	t285
p9016	t426
p819	t1
p4545	a11442
p1733	t1035
p7246	a2100
p415	a1969
p9870	a9525
p5383	t12
p5554	t166
p3457	a661
p3334	t106
p10817	t536
p10990	a11793
p3598	t132
p4343	t327
p3540	t2183
p2282	a684
p3878	a3230
p13226	t328
p420	t473
p12404	t2330
p4001	c7
p2530	t395
p9579	t864
p12161	a3101
p6608	t1754
p5792	t12
p8204	t481
p9324	t924
p9351	a3227
p3223	t392
p10976	t794
p9271	t1771
p12692	t43
p5164	t738
p11139	a7868
p98	t261
p12911	t33
p13908	a4664
p3723	c7
p14173	t1245
p1601	t440
p10334	c16
p11203	t313
p8542	c12
p4554	t426
p4626	t984
p9728	t441
p11957	t2747
p13814	a7029
p662	c1
p5736	c9
p4658	t399
p9163	t1032
p4382	t959
p3317	a5794
p10429	t503
p8940	t527
p11518	t33
p3940	t5344
p8326	a9670
p5952	a423
p9032	t2626
p5237	t19
p11729	t674
p10133	c16
p12436	t5582
p8297	t826
p7096	t692
p7357	c10
p9206	t4
p11903	a11407
p14367	a9688
p10660	t78
p14315	t103
p346	t166
p626	t2625
p5631	a11902
p13209	a10243
p1669	a6695
p10485	a5449
p8675	t462
p11468	t79
p4566	a4681
p11916	t33
p6271	t108
p3479	a8618
p2679	t1
p12546	a5960
p5332	t443
p2016	t2393
p7613	t301
p13426	a13672
p10934	t19
p6148	t33
p11577	c17
p12057	t3855
p11795	t179
p4108	t1403
p11530	t7839
p739	t264
p8424	t1236
p11162	t6818
p6319	a281
p6785	t297
p7623	t1284
p1811	t33
p10116	t78
p11156	a147
p11853	t1156
p8000	a445
p311	a1763
p632	t1037
p7989	a4410
p12503	c17
p10084	a1998
p14333	t1526
p2898	t282
p12771	a2552
p8699	t967
p1220	t60
p9447	t2290
p9983	a4492
p9190	t36
p7813	c11
p13509	a4267
